Schluesse;Straftat;Gemeindeschluessel;Stadt_Landkreis;Kreisart;erfasste_Faelle;HZ_nach_Zensus;Versuche_Anzahl;Versuche_Anteil_in_Prozent;mit_Schusswaffe_gedroht;mit_Schusswaffe_geschossen;aufgeklaerte_Faelle;Aufklaerungsquote;Tatverdaechtige_insgesamt;Tatverdaechtige_maennlich;Tatverdaechtige_weiblich;Nichtdeutsche_Tatverdaechtige_Anzahl;Nichtdeutsche_Tatverdaechtige_Anteil_in_Prozent
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14612;Dresden;KfS;4199;783;89;2.1;0;0;598;14.2;444;379;65;68;15.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14625;Bautzen;LK;957;312;20;2.1;0;0;166;17.3;110;89;21;16;14.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14626;Görlitz;LK;1580;607;44;2.8;0;0;211;13.4;169;150;19;81;47.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14627;Meißen;LK;756;310;7;0.9;0;0;112;14.8;110;99;11;11;10.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14628;Sächsische Schweiz-Osterzgebirge;LK;450;183;14;3.1;0;0;86;19.1;72;64;8;29;40.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14713;Leipzig;KfS;6851;1258;77;1.1;0;0;613;8.9;478;413;65;65;13.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14729;Leipzig;LK;951;369;8;0.8;0;0;116;12.2;112;101;11;11;9.8
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;14730;Nordsachsen;LK;956;485;16;1.7;0;0;140;14.6;116;104;12;14;12.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15001;Dessau-Roßlau;KfS;1075;1294;18;1.7;0;0;126;11.7;107;97;10;1;0.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15002;Halle (Saale);KfS;3359;1445;121;3.6;0;0;178;5.3;143;129;14;29;20.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15003;Magdeburg;KfS;3517;1514;20;0.6;0;0;687;19.5;153;141;12;22;14.4
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15081;Altmarkkreis Salzwedel;LK;212;246;5;2.4;0;0;32;15.1;32;27;5;3;9.4
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15082;Anhalt-Bitterfeld;LK;1136;688;12;1.1;0;0;120;10.6;108;101;7;5;4.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15083;Börde;LK;513;297;2;0.4;0;0;96;18.7;57;52;5;2;3.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15084;Burgenlandkreis;LK;534;290;13;2.4;0;0;605;113.3;116;103;13;10;8.6
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15085;Harz;LK;862;392;8;0.9;0;0;49;5.7;57;54;3;3;5.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15086;Jerichower Land;LK;540;591;5;0.9;0;0;56;10.4;46;43;3;5;10.9
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15087;Mansfeld-Südharz;LK;177;125;9;5.1;0;0;22;12.4;24;22;2;2;8.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15088;Saalekreis;LK;658;353;13;2.0;0;0;68;10.3;64;58;6;6;9.4
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15089;Salzlandkreis;LK;996;506;7;0.7;0;0;91;9.1;96;90;6;7;7.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15090;Stendal;LK;607;529;3;0.5;0;0;85;14.0;56;53;3;7;12.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;15091;Wittenberg;LK;802;623;6;0.7;0;0;98;12.2;87;72;15;2;2.3
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16051;Erfurt;KfS;1224;594;24;2.0;0;0;120;9.8;100;84;16;8;8.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16052;Gera;KfS;254;269;11;4.3;0;0;34;13.4;29;27;2;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16053;Jena;KfS;373;345;7;1.9;0;0;104;27.9;61;51;10;6;9.8
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16054;Suhl;KfS;14;39;0;0.0;0;0;4;28.6;5;5;0;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16055;Weimar;KfS;356;561;3;0.8;0;0;33;9.3;27;22;5;3;11.1
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16056;Eisenach;KfS;185;442;2;1.1;0;0;29;15.7;24;22;2;1;4.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16061;Eichsfeld;LK;71;70;1;1.4;0;0;11;15.5;12;11;1;2;16.7
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16062;Nordhausen;LK;162;190;3;1.9;0;0;28;17.3;26;23;3;5;19.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16063;Wartburgkreis;LK;67;53;1;1.5;0;0;14;20.9;15;13;2;1;6.7
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16064;Unstrut-Hainich-Kreis;LK;220;212;0;0.0;0;0;45;20.5;48;45;3;8;16.7
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16065;Kyffhäuserkreis;LK;124;161;2;1.6;0;0;25;20.2;20;18;2;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16066;Schmalkalden-Meiningen;LK;128;102;2;1.6;0;0;31;24.2;22;22;0;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16067;Gotha;LK;196;145;2;1.0;0;0;30;15.3;31;25;6;2;6.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16068;Sömmerda;LK;142;201;1;0.7;0;0;30;21.1;30;30;0;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16069;Hildburghausen;LK;42;65;0;0.0;0;0;9;21.4;10;10;0;2;20.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16070;Ilm-Kreis;LK;229;210;6;2.6;0;0;55;24.0;44;41;3;2;4.5
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16071;Weimarer Land;LK;40;49;0;0.0;0;0;9;22.5;11;8;3;2;18.2
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16072;Sonneberg;LK;79;139;3;3.8;0;0;46;58.2;18;17;1;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16073;Saalfeld-Rudolstadt;LK;147;134;1;0.7;0;0;28;19.0;27;25;2;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16074;Saale-Holzland-Kreis;LK;85;101;1;1.2;0;0;22;25.9;26;26;0;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16075;Saale-Orla-Kreis;LK;65;78;1;1.5;0;0;14;21.5;11;11;0;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16076;Greiz;LK;71;70;0;0.0;0;0;27;38.0;21;20;1;0;0.0
***300;Diebstahl insgesamt von Fahrrädern einschl. unbefugte Ingebrauchnahme;16077;Altenburger Land;LK;178;192;5;2.8;0;0;47;26.4;34;30;4;1;2.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1001;Flensburg;KfS;547;646;99;18.1;0;0;53;9.7;49;47;2;17;34.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1002;Kiel;KfS;1737;714;312;18.0;0;0;104;6.0;84;74;10;28;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1003;Lübeck;KfS;1162;542;179;15.4;0;0;65;5.6;47;44;3;8;17.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1004;Neumünster;KfS;526;678;87;16.5;0;0;75;14.3;30;27;3;7;23.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1051;Dithmarschen;K;294;222;19;6.5;0;0;27;9.2;28;24;4;7;25.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1053;Herzogtum Lauenburg;K;707;371;103;14.6;0;0;40;5.7;41;39;2;16;39.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1054;Nordfriesland;K;401;247;36;9.0;0;0;32;8.0;23;20;3;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1055;Ostholstein;K;838;422;129;15.4;0;0;106;12.6;27;24;3;9;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1056;Pinneberg;K;1305;429;213;16.3;0;0;100;7.7;58;55;3;22;37.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1057;Plön;K;337;266;60;17.8;0;0;13;3.9;14;14;0;4;28.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1058;Rendsburg-Eckernförde;K;742;276;97;13.1;0;0;63;8.5;55;51;4;11;20.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1059;Schleswig-Flensburg;K;446;228;64;14.3;0;0;29;6.5;33;29;4;5;15.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1060;Segeberg;K;1197;452;173;14.5;0;0;77;6.4;55;53;2;22;40.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1061;Steinburg;K;512;393;60;11.7;0;0;38;7.4;32;31;1;10;31.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;1062;Stormarn;K;1360;575;150;11.0;0;0;55;4.0;40;35;5;14;35.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;2000;Hamburg;KfS;16696;947;2318;13.9;0;0;631;3.8;483;457;26;280;58.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3101;Braunschweig;KfS;963;388;143;14.8;0;0;67;7.0;56;51;5;36;64.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3102;Salzgitter;KfS;312;315;46;14.7;0;0;13;4.2;16;15;1;5;31.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3103;Wolfsburg;KfS;575;467;85;14.8;0;0;33;5.7;25;25;0;9;36.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3151;Gifhorn;LK;355;206;32;9.0;0;0;57;16.1;41;38;3;12;29.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3152;Göttingen;LK;778;311;129;16.6;0;0;64;8.2;48;44;4;19;39.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3153;Goslar;LK;447;326;44;9.8;0;0;65;14.5;57;47;10;24;42.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3154;Helmstedt;LK;274;301;51;18.6;0;0;36;13.1;25;22;3;11;44.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3155;Northeim;LK;309;231;37;12.0;0;0;35;11.3;40;36;4;15;37.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3156;Osterode am Harz;LK;116;157;16;13.8;0;0;25;21.6;20;18;2;1;5.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3157;Peine;LK;459;351;58;12.6;0;0;37;8.1;30;29;1;8;26.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3158;Wolfenbüttel;LK;186;155;23;12.4;0;0;11;5.9;10;9;1;3;30.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3241;Region Hannover;LK;6166;547;826;13.4;0;0;609;9.9;345;326;19;172;49.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3251;Diepholz;LK;718;340;102;14.2;0;0;120;16.7;65;58;7;23;35.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3252;Hameln-Pyrmont;LK;281;190;29;10.3;0;0;26;9.3;31;29;2;12;38.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3254;Hildesheim;LK;743;271;122;16.4;0;0;110;14.8;55;52;3;21;38.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3255;Holzminden;LK;91;127;10;11.0;0;0;25;27.5;32;31;1;7;21.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3256;Nienburg (Weser);LK;285;238;33;11.6;0;0;22;7.7;25;20;5;2;8.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3257;Schaumburg;LK;543;348;90;16.6;0;0;36;6.6;32;30;2;15;46.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3351;Celle;LK;451;256;42;9.3;0;0;43;9.5;45;37;8;13;28.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3352;Cuxhaven;LK;370;188;45;12.2;0;0;65;17.6;40;38;2;7;17.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3353;Harburg;LK;1160;473;202;17.4;0;0;251;21.6;126;117;9;69;54.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3354;Lüchow-Dannenberg;LK;86;176;8;9.3;0;0;8;9.3;11;10;1;4;36.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3355;Lüneburg;LK;549;308;89;16.2;0;0;89;16.2;63;58;5;9;14.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3356;Osterholz;LK;341;306;46;13.5;0;0;61;17.9;33;31;2;14;42.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3357;Rotenburg (Wümme);LK;542;335;61;11.3;0;0;64;11.8;71;64;7;24;33.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3358;Landkreis Heidekreis;LK;658;483;79;12.0;0;0;96;14.6;65;64;1;28;43.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3359;Stade;LK;509;258;57;11.2;0;0;48;9.4;49;46;3;4;8.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3360;Uelzen;LK;216;233;45;20.8;0;0;64;29.6;22;21;1;6;27.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3361;Verden;LK;425;319;61;14.4;0;0;122;28.7;62;59;3;13;21.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3401;Delmenhorst;KfS;380;508;53;13.9;0;0;30;7.9;33;33;0;11;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3402;Emden;KfS;206;412;18;8.7;0;0;45;21.8;13;12;1;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3403;Oldenburg (Oldenburg);KfS;683;424;110;16.1;0;0;72;10.5;58;57;1;18;31.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3404;Osnabrück;KfS;906;577;94;10.4;0;0;135;14.9;86;80;6;34;39.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3405;Wilhelmshaven;KfS;331;438;55;16.6;0;0;44;13.3;26;24;2;6;23.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3451;Ammerland;LK;197;164;34;17.3;0;0;32;16.2;25;24;1;7;28.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3452;Aurich;LK;349;186;36;10.3;0;0;58;16.6;38;32;6;2;5.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3453;Cloppenburg;LK;360;222;32;8.9;0;0;68;18.9;49;46;3;18;36.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3454;Emsland;LK;739;234;70;9.5;0;0;207;28.0;102;93;9;32;31.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3455;Friesland;LK;187;193;26;13.9;0;0;54;28.9;36;31;5;11;30.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3456;Grafschaft Bentheim;LK;308;229;57;18.5;0;0;66;21.4;47;45;2;23;48.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3457;Leer;LK;365;220;29;7.9;0;0;101;27.7;59;54;5;17;28.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3458;Oldenburg;LK;473;373;56;11.8;0;0;94;19.9;45;44;1;10;22.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3459;Osnabrück;LK;897;255;105;11.7;0;0;134;14.9;68;67;1;23;33.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3460;Vechta;LK;440;323;52;11.8;0;0;43;9.8;38;38;0;23;60.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3461;Wesermarsch;LK;203;229;26;12.8;0;0;56;27.6;21;20;1;7;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;3462;Wittmund;LK;54;96;5;9.3;0;0;5;9.3;8;8;0;0;0.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;4011;Bremen;KfS;6938;1257;988;14.2;0;0;196;2.8;194;184;10;102;52.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;4012;Bremerhaven;KfS;560;509;47;8.4;0;0;47;8.4;49;49;0;22;44.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5111;Düsseldorf;KfS;6097;1009;1016;16.7;0;0;363;6.0;238;231;7;146;61.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5112;Duisburg;KfS;3146;648;462;14.7;0;0;206;6.5;147;141;6;71;48.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5113;Essen;KfS;5714;996;954;16.7;0;0;467;8.2;221;217;4;120;54.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5114;Krefeld;KfS;1368;615;162;11.8;0;0;102;7.5;81;77;4;40;49.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5116;Mönchengladbach;KfS;1484;578;148;10.0;0;0;130;8.8;99;94;5;30;30.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5117;Mülheim an der Ruhr;KfS;1242;743;175;14.1;0;0;75;6.0;59;55;4;36;61.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5119;Oberhausen;KfS;1222;584;162;13.3;0;0;65;5.3;47;43;4;17;36.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5120;Remscheid;KfS;404;371;68;16.8;0;0;64;15.8;29;29;0;11;37.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5122;Solingen;KfS;793;506;82;10.3;0;0;20;2.5;24;23;1;11;45.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5124;Wuppertal;KfS;2648;767;453;17.1;0;0;107;4.0;96;91;5;55;57.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5154;Kleve;K;1457;478;218;15.0;0;0;115;7.9;52;50;2;24;46.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5158;Mettmann;K;2682;561;455;17.0;0;0;304;11.3;163;155;8;95;58.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5162;Rhein-Kreis Neuss;K;2667;603;386;14.5;0;0;272;10.2;158;143;15;73;46.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5166;Viersen;K;1199;406;158;13.2;0;0;86;7.2;58;52;6;19;32.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5170;Wesel;K;2176;476;315;14.5;0;0;233;10.7;114;105;9;39;34.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5314;Bonn;KfS;2405;766;336;14.0;0;0;214;8.9;124;115;9;40;32.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5315;Köln;KfS;12154;1161;2196;18.1;0;0;800;6.6;489;468;21;270;55.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5316;Leverkusen;KfS;1032;639;209;20.3;0;0;103;10.0;74;73;1;29;39.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5334;Aachen;K;4487;819;645;14.4;0;0;210;4.7;166;158;8;63;38.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5358;Düren;K;1403;542;201;14.3;0;0;114;8.1;100;94;6;48;48.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5362;Rhein-Erft-Kreis;K;2922;636;330;11.3;0;0;190;6.5;165;153;12;75;45.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5366;Euskirchen;K;885;470;119;13.4;0;0;51;5.8;54;49;5;23;42.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5370;Heinsberg;K;1577;633;180;11.4;0;0;81;5.1;67;63;4;17;25.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5374;Oberbergischer Kreis;K;736;272;82;11.1;0;0;47;6.4;51;47;4;16;31.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5378;Rheinisch-Bergischer Kreis;K;1143;409;184;16.1;0;0;54;4.7;47;47;0;26;55.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5382;Rhein-Sieg-Kreis;K;2491;425;313;12.6;0;0;207;8.3;118;109;9;36;30.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5512;Bottrop;KfS;802;691;89;11.1;0;0;56;7.0;40;37;3;17;42.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5513;Gelsenkirchen;KfS;1709;663;231;13.5;0;0;92;5.4;68;63;5;30;44.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5515;Münster;KfS;1649;546;276;16.7;0;0;158;9.6;87;82;5;49;56.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5554;Borken;K;1387;380;160;11.5;0;0;188;13.6;81;76;5;27;33.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5558;Coesfeld;K;1068;494;138;12.9;0;0;215;20.1;76;73;3;31;40.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5562;Recklinghausen;K;3867;631;563;14.6;0;0;333;8.6;119;116;3;41;34.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5566;Steinfurt;K;1279;293;168;13.1;0;0;111;8.7;80;72;8;28;35.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5570;Warendorf;K;794;290;94;11.8;0;0;60;7.6;48;43;5;19;39.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5711;Bielefeld;KfS;1495;453;248;16.6;0;0;83;5.6;84;79;5;35;41.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5754;Gütersloh;K;978;276;125;12.8;0;0;69;7.1;56;52;4;22;39.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5758;Herford;K;817;328;82;10.0;0;0;63;7.7;51;49;2;21;41.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5762;Höxter;K;308;216;42;13.6;0;0;43;14.0;35;31;4;11;31.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5766;Lippe;K;737;214;97;13.2;0;0;57;7.7;55;52;3;24;43.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5770;Minden-Lübbecke;K;1017;329;110;10.8;0;0;125;12.3;58;54;4;24;41.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5774;Paderborn;K;928;310;130;14.0;0;0;135;14.5;64;60;4;21;32.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5911;Bochum;KfS;2910;804;534;18.4;0;0;160;5.5;117;109;8;66;56.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5913;Dortmund;KfS;7381;1271;1305;17.7;0;0;502;6.8;324;311;13;212;65.4
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5914;Hagen;KfS;958;513;126;13.2;0;0;112;11.7;40;36;4;14;35.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5915;Hamm;KfS;844;478;83;9.8;0;0;42;5.0;47;45;2;18;38.3
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5916;Herne;KfS;1143;739;192;16.8;0;0;101;8.8;36;35;1;24;66.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5954;Ennepe-Ruhr-Kreis;K;1333;413;216;16.2;0;0;111;8.3;65;62;3;35;53.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5958;Hochsauerlandkreis;K;728;278;94;12.9;0;0;73;10.0;67;60;7;26;38.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5962;Märkischer Kreis;K;1716;415;227;13.2;0;0;135;7.9;93;85;8;28;30.1
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5966;Olpe;K;271;201;36;13.3;0;0;17;6.3;21;19;2;6;28.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5970;Siegen-Wittgenstein;K;609;221;93;15.3;0;0;74;12.2;65;62;3;35;53.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5974;Soest;K;927;312;122;13.2;0;0;124;13.4;52;50;2;20;38.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;5978;Unna;K;2123;542;323;15.2;0;0;182;8.6;98;86;12;39;39.8
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6411;Darmstadt;KfS;466;307;36;7.7;0;0;89;19.1;40;37;3;23;57.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6412;Frankfurt am Main;KfS;6085;848;841;13.8;0;0;459;7.5;294;269;25;175;59.5
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6413;Offenbach am Main;KfS;638;527;65;10.2;0;0;186;29.2;61;60;1;42;68.9
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6414;Wiesbaden;KfS;1437;522;167;11.6;0;0;114;7.9;98;92;6;57;58.2
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6431;Bergstraße;LK;713;270;68;9.5;0;0;135;18.9;54;51;3;20;37.0
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6432;Darmstadt-Dieburg;LK;588;204;62;10.5;0;0;125;21.3;47;44;3;21;44.7
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6433;Groß-Gerau;LK;843;323;81;9.6;0;0;199;23.6;66;61;5;40;60.6
*50*00;Diebstahl insgesamt an/aus Kraftfahrzeugen;6434;Hochtaunuskreis;LK;877;380;115;13.1;0;0;142;16.2;74;72;2;42;56.8
